review,rating,date,bank,source,cleaned_review,theme
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,this app is not available on all android versions and some times it is not functional,Other
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,senayt mesfin,Other
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,bad app vety bad,Other
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,abessnya banke,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,the most useless app i never expected such an irrelevant app from boa big shame,Other
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,okay,Other
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,professional on banking app,Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,has some nice interface but always freezes or slow to load app developers please fix this issue,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,please try another because this app doesnt feet the need of this generation,Other
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,fast transfer,Other
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,whats up i cant log in whats wrong,Other
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,amrumehamed,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please ?",5,2024-10-18,Bank of Abyssinia,Google Play,nice to meet you my proud bank in ethiopia im a member of this bank i need to solve my problem of international receiving money for me from my online digital working services over the world please im working a lot of international moneybut i cant get direct in ethiopia because of dont knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please ,Other
"Terrible Bank Experience Its unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, theres a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. Theyve put me in embarrassing situations countless times, and customer care never fixes anything. Ive switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play,terrible bank experience its unbelievable that with all the modern technology this bank still struggles with even basic transactions the app constantly crashes services are limited and every time i try to transfer money or load telebirr theres a huge delay i have to wait 5 days for failed transactions to be refunded even ussd is unreliable theyve put me in embarrassing situations countless times and customer care never fixes anything ive switched banks and you should too,Other
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play,a painfully slow banking app service please dont make it your choice,Other
Good App,4,2024-10-12,Bank of Abyssinia,Google Play,good app,Other
Best app to me,5,2024-10-11,Bank of Abyssinia,Google Play,best app to me,Other
BOA,5,2024-10-11,Bank of Abyssinia,Google Play,boa,Other
Abdulkadir,5,2024-10-11,Bank of Abyssinia,Google Play,abdulkadir,Other
Bad,1,2024-10-10,Bank of Abyssinia,Google Play,bad,Other
If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play,if it is possible i would gove0 star,Other
Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play,nise mobile bankig,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play,overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,Other
Ok,5,2024-10-04,Bank of Abyssinia,Google Play,ok,Other
Just make it work please this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play,just make it work please this is embarrassing for a bank of your size,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play,update to the simplest way it requires the developer option on and off why this is,Other
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? Im not slowing down my phone just to use your God damn app.",1,2024-10-04,Bank of Abyssinia,Google Play,stop telling me what to do with my phone boa why does your newly updated app keep asking me to disable the developer options im not slowing down my phone just to use your god damn app,Other
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia,Google Play,im living out of country how may i download and use mobile banking it asks me the ethiopia phone number and i cant receive text to confirm because im out side the country so please lete know if i can use while im outside the country thanks,Other
Worest app,1,2024-10-03,Bank of Abyssinia,Google Play,worest app,Other
The worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play,the worest app ever,Other
Wwwerrr,5,2024-10-02,Bank of Abyssinia,Google Play,wwwerrr,Other
Great For Financial company,5,2024-09-30,Bank of Abyssinia,Google Play,great for financial company,Other
Very easy to use,5,2024-09-30,Bank of Abyssinia,Google Play,very easy to use,Other
The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play,the apps crash always error,Other
This app is incredibly frustrating to use. Its filled with issues that make it difficult to navigate and complete tasks efficiently. Ive never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play,this app is incredibly frustrating to use its filled with issues that make it difficult to navigate and complete tasks efficiently ive never encountered such a poorly designed banking application before it needs significant improvements to enhance user experience it deserves a vey low rating,Other
Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia,Google Play,great ui and seamless ux i love it,Other
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia,Google Play,thats too good application but try to add more alternatives and futures or possibilitys for your customers,Other
It's easy used to operate program and secured,4,2024-09-25,Bank of Abyssinia,Google Play,its easy used to operate program and secured,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia,Google Play,i bought a mobile card on this app but i didnt receive it and it took my money and i didnt get my money back,Other
Amazing,5,2024-09-19,Bank of Abyssinia,Google Play,amazing,Other
